Park;Year;Month;Day;Consumption
Oriental;2023;6;23;55,0368
ArcaAgua;2023;6;23;14,056875
Covelo;2023;6;23;25,5504375
SaoRoque;2023;6;23;20,420505
Cidade;2023;6;23;182,739375
Oriental;2023;6;24;53,9784
ArcaAgua;2023;6;24;13,505625
Covelo;2023;6;24;23,5659375
SaoRoque;2023;6;24;20,6288775
Cidade;2023;6;24;180,9478125
Oriental;2023;6;25;53,4492
ArcaAgua;2023;6;25;13,9190625
Covelo;2023;6;25;25,302375
SaoRoque;2023;6;25;21,4623675
Cidade;2023;6;25;180,9478125
Oriental;2023;6;26;55,566
ArcaAgua;2023;6;26;14,056875
Covelo;2023;6;26;25,0543125
SaoRoque;2023;6;26;20,420505
Cidade;2023;6;26;0
Oriental;2023;6;27;55,0368
ArcaAgua;2023;6;27;14,1946875
Covelo;2023;6;27;23,5659375
SaoRoque;2023;6;27;20,83725
Cidade;2023;6;27;922,6546875
Oriental;2023;6;28;51,8616
ArcaAgua;2023;6;28;13,0921875
Covelo;2023;6;28;24,0620625
SaoRoque;2023;6;28;20,00376
Cidade;2023;6;28;171,99
Oriental;2023;6;29;55,0368
ArcaAgua;2023;6;29;14,056875
Covelo;2023;6;29;24,5581875
SaoRoque;2023;6;29;20,00376
Cidade;2023;6;29;188,1140625
Oriental;2023;6;30;55,0368
ArcaAgua;2023;6;30;13,505625
Covelo;2023;6;30;25,302375
SaoRoque;2023;6;30;20,00376
Cidade;2023;6;30;186,3225
Oriental;2023;7;1;66,04416
ArcaAgua;2023;7;1;17,199
Covelo;2023;7;1;32,57060625
SaoRoque;2023;7;1;28,171962
Cidade;2023;7;1;230,5740938
Oriental;2023;7;2;65,40912
ArcaAgua;2023;7;2;17,01984375
Covelo;2023;7;2;33,53805
SaoRoque;2023;7;2;26,81754075
Cidade;2023;7;2;242,21925
Oriental;2023;7;3;61,59888
ArcaAgua;2023;7;3;18,45309375
Covelo;2023;7;3;30,9582
SaoRoque;2023;7;3;27,6301935
Cidade;2023;7;3;232,903125
Oriental;2023;7;4;60,96384
ArcaAgua;2023;7;4;17,199
Covelo;2023;7;4;33,53805
SaoRoque;2023;7;4;27,088425
Cidade;2023;7;4;225,9160313
Oriental;2023;7;5;65,40912
ArcaAgua;2023;7;5;17,01984375
Covelo;2023;7;5;31,92564375
SaoRoque;2023;7;5;26,5466565
Cidade;2023;7;5;223,587
Oriental;2023;7;6;64,77408
ArcaAgua;2023;7;6;17,5573125
Covelo;2023;7;6;31,6031625
SaoRoque;2023;7;6;26,5466565
Cidade;2023;7;6;228,2450625
Oriental;2023;7;7;62,86896
ArcaAgua;2023;7;7;17,01984375
Covelo;2023;7;7;32,8930875
SaoRoque;2023;7;7;28,171962
Cidade;2023;7;7;232,903125
Oriental;2023;7;8;62,23392
ArcaAgua;2023;7;8;17,73646875
Covelo;2023;7;8;153,1785938
SaoRoque;2023;7;8;27,6301935
Cidade;2023;7;8;239,8902188
Oriental;2023;7;9;60,96384
ArcaAgua;2023;7;9;18,45309375
Covelo;2023;7;9;0
SaoRoque;2023;7;9;27,90107775
Cidade;2023;7;9;242,21925
Oriental;2023;7;10;62,86896
ArcaAgua;2023;7;10;18,09478125
Covelo;2023;7;10;33,21556875
SaoRoque;2023;7;10;27,088425
Cidade;2023;7;10;228,2450625
Oriental;2023;7;11;60,3288
ArcaAgua;2023;7;11;17,199
Covelo;2023;7;11;32,248125
SaoRoque;2023;7;11;27,6301935
Cidade;2023;7;11;221,2579688
Oriental;2023;7;12;64,13904
ArcaAgua;2023;7;12;18,09478125
Covelo;2023;7;12;33,21556875
SaoRoque;2023;7;12;28,171962
Cidade;2023;7;12;239,8902188
Oriental;2023;7;13;66,6792
ArcaAgua;2023;7;13;17,5573125
Covelo;2023;7;13;30,63571875
SaoRoque;2023;7;13;28,44284625
Cidade;2023;7;13;242,21925
Oriental;2023;7;14;61,59888
ArcaAgua;2023;7;14;17,01984375
Covelo;2023;7;14;32,57060625
SaoRoque;2023;7;14;26,004888
Cidade;2023;7;14;230,5740938
Oriental;2023;7;15;60,96384
ArcaAgua;2023;7;15;17,915625
Covelo;2023;7;15;32,8930875
SaoRoque;2023;7;15;28,171962
Cidade;2023;7;15;244,5482813
Oriental;2023;7;16;61,59888
ArcaAgua;2023;7;16;18,09478125
Covelo;2023;7;16;31,92564375
SaoRoque;2023;7;16;27,90107775
Cidade;2023;7;16;223,587
Oriental;2023;7;17;65,40912
ArcaAgua;2023;7;17;17,5573125
Covelo;2023;7;17;32,8930875
SaoRoque;2023;7;17;27,35930925
Cidade;2023;7;17;232,903125
Oriental;2023;7;18;64,77408
ArcaAgua;2023;7;18;17,01984375
Covelo;2023;7;18;32,57060625
SaoRoque;2023;7;18;27,6301935
Cidade;2023;7;18;235,2321563
Oriental;2023;7;19;62,86896
ArcaAgua;2023;7;19;17,37815625
Covelo;2023;7;19;33,21556875
SaoRoque;2023;7;19;27,35930925
Cidade;2023;7;19;232,903125
Oriental;2023;7;20;62,23392
ArcaAgua;2023;7;20;18,09478125
Covelo;2023;7;20;31,28068125
SaoRoque;2023;7;20;25,73400375
Cidade;2023;7;20;235,2321563
Oriental;2023;7;21;61,59888
ArcaAgua;2023;7;21;17,73646875
Covelo;2023;7;21;32,248125
SaoRoque;2023;7;21;27,6301935
Cidade;2023;7;21;235,2321563
Oriental;2023;7;22;60,3288
ArcaAgua;2023;7;22;17,01984375
Covelo;2023;7;22;32,8930875
SaoRoque;2023;7;22;27,90107775
Cidade;2023;7;22;242,21925
Oriental;2023;7;23;63,504
ArcaAgua;2023;7;23;17,199
Covelo;2023;7;23;30,9582
SaoRoque;2023;7;23;26,81754075
Cidade;2023;7;23;228,2450625
Oriental;2023;7;24;66,04416
ArcaAgua;2023;7;24;17,5573125
Covelo;2023;7;24;32,57060625
SaoRoque;2023;7;24;27,6301935
Cidade;2023;7;24;221,2579688
Oriental;2023;7;25;66,6792
ArcaAgua;2023;7;25;17,01984375
Covelo;2023;7;25;31,28068125
SaoRoque;2023;7;25;28,44284625
Cidade;2023;7;25;235,2321563
Oriental;2023;7;26;64,77408
ArcaAgua;2023;7;26;17,915625
Covelo;2023;7;26;32,57060625
SaoRoque;2023;7;26;26,81754075
Cidade;2023;7;26;242,21925
Oriental;2023;7;27;60,96384
ArcaAgua;2023;7;27;18,2739375
Covelo;2023;7;27;30,9582
SaoRoque;2023;7;27;25,73400375
Cidade;2023;7;27;223,587
Oriental;2023;7;28;61,59888
ArcaAgua;2023;7;28;17,5573125
Covelo;2023;7;28;30,63571875
SaoRoque;2023;7;28;27,6301935
Cidade;2023;7;28;223,587
Oriental;2023;7;29;66,04416
ArcaAgua;2023;7;29;18,2739375
Covelo;2023;7;29;32,248125
SaoRoque;2023;7;29;26,004888
Cidade;2023;7;29;225,9160313
Oriental;2023;7;30;66,04416
ArcaAgua;2023;7;30;17,915625
Covelo;2023;7;30;31,92564375
SaoRoque;2023;7;30;26,27577225
Cidade;2023;7;30;244,5482813
Oriental;2023;7;31;66,04416
ArcaAgua;2023;7;31;17,5573125
Covelo;2023;7;31;31,92564375
SaoRoque;2023;7;31;26,5466565
Cidade;2023;7;31;225,9160313
Oriental;2023;8;1;63,34524
ArcaAgua;2023;8;1;16,33905
Covelo;2023;8;1;30,63571875
SaoRoque;2023;8;1;28,15841779
Cidade;2023;8;1;223,4705484
Oriental;2023;8;2;57,915648
ArcaAgua;2023;8;2;17,36024063
Covelo;2023;8;2;31,55479031
SaoRoque;2023;8;2;27,87398933
Cidade;2023;8;2;212,40765
Oriental;2023;8;3;61,535376
ArcaAgua;2023;8;3;16,67944688
Covelo;2023;8;3;31,8611475
SaoRoque;2023;8;3;135,1035197
Cidade;2023;8;3;223,4705484
Oriental;2023;8;4;63,34524
ArcaAgua;2023;8;4;16,16885156
Covelo;2023;8;4;30,94207594
SaoRoque;2023;8;4;28,15841779
Cidade;2023;8;4;223,4705484
Oriental;2023;8;5;57,915648
ArcaAgua;2023;8;5;16,67944688
Covelo;2023;8;5;30,32936156
SaoRoque;2023;8;5;28,15841779
Cidade;2023;8;5;210,1950703
Oriental;2023;8;6;62,741952
ArcaAgua;2023;8;6;17,19004219
Covelo;2023;8;6;29,10393281
SaoRoque;2023;8;6;27,58956086
Cidade;2023;8;6;223,4705484
Oriental;2023;8;7;60,932088
ArcaAgua;2023;8;7;17,01984375
Covelo;2023;8;7;31,8611475
SaoRoque;2023;8;7;27,02070394
Cidade;2023;8;7;223,4705484
Oriental;2023;8;8;59,725512
ArcaAgua;2023;8;8;17,01984375
Covelo;2023;8;8;30,02300438
SaoRoque;2023;8;8;28,72727471
Cidade;2023;8;8;219,0453891
Oriental;2023;8;9;59,725512
ArcaAgua;2023;8;9;17,01984375
Covelo;2023;8;9;30,32936156
SaoRoque;2023;8;9;29,5805601
Cidade;2023;8;9;223,4705484
Oriental;2023;8;10;57,31236
ArcaAgua;2023;8;10;17,53043906
Covelo;2023;8;10;29,10393281
SaoRoque;2023;8;10;29,86498856
Cidade;2023;8;10;212,40765
Oriental;2023;8;11;59,725512
ArcaAgua;2023;8;11;16,67944688
Covelo;2023;8;11;31,8611475
SaoRoque;2023;8;11;28,15841779
Cidade;2023;8;11;232,3208672
Oriental;2023;8;12;62,741952
ArcaAgua;2023;8;12;16,84964531
Covelo;2023;8;12;29,71664719
SaoRoque;2023;8;12;28,44284625
Cidade;2023;8;12;216,8328094
Oriental;2023;8;13;60,3288
ArcaAgua;2023;8;13;17,19004219
Covelo;2023;8;13;29,10393281
SaoRoque;2023;8;13;28,44284625
Cidade;2023;8;13;219,0453891
Oriental;2023;8;14;59,725512
ArcaAgua;2023;8;14;17,36024063
Covelo;2023;8;14;32,16750469
SaoRoque;2023;8;14;27,3051324
Cidade;2023;8;14;221,2579688
Oriental;2023;8;15;61,535376
ArcaAgua;2023;8;15;17,01984375
Covelo;2023;8;15;30,63571875
SaoRoque;2023;8;15;29,29613164
Cidade;2023;8;15;227,8957078
Oriental;2023;8;16;57,31236
ArcaAgua;2023;8;16;16,84964531
Covelo;2023;8;16;32,16750469
SaoRoque;2023;8;16;29,29613164
Cidade;2023;8;16;221,2579688
Oriental;2023;8;17;57,915648
ArcaAgua;2023;8;17;16,16885156
Covelo;2023;8;17;32,16750469
SaoRoque;2023;8;17;28,44284625
Cidade;2023;8;17;216,8328094
Oriental;2023;8;18;57,31236
ArcaAgua;2023;8;18;16,33905
Covelo;2023;8;18;30,63571875
SaoRoque;2023;8;18;29,29613164
Cidade;2023;8;18;223,4705484
Oriental;2023;8;19;57,31236
ArcaAgua;2023;8;19;16,67944688
Covelo;2023;8;19;29,41029
SaoRoque;2023;8;19;29,86498856
Cidade;2023;8;19;232,3208672
Oriental;2023;8;20;62,741952
ArcaAgua;2023;8;20;16,33905
Covelo;2023;8;20;31,8611475
SaoRoque;2023;8;20;28,72727471
Cidade;2023;8;20;219,0453891
Oriental;2023;8;21;60,3288
ArcaAgua;2023;8;21;17,53043906
Covelo;2023;8;21;29,10393281
SaoRoque;2023;8;21;29,5805601
Cidade;2023;8;21;214,6202297
Oriental;2023;8;22;59,122224
ArcaAgua;2023;8;22;17,87083594
Covelo;2023;8;22;29,10393281
SaoRoque;2023;8;22;27,02070394
Cidade;2023;8;22;216,8328094
Oriental;2023;8;23;60,932088
ArcaAgua;2023;8;23;16,50924844
Covelo;2023;8;23;31,24843313
SaoRoque;2023;8;23;27,02070394
Cidade;2023;8;23;232,3208672
Oriental;2023;8;24;61,535376
ArcaAgua;2023;8;24;17,19004219
Covelo;2023;8;24;29,41029
SaoRoque;2023;8;24;29,5805601
Cidade;2023;8;24;219,0453891
Oriental;2023;8;25;62,741952
ArcaAgua;2023;8;25;17,01984375
Covelo;2023;8;25;31,8611475
SaoRoque;2023;8;25;27,87398933
Cidade;2023;8;25;219,0453891
Oriental;2023;8;26;59,725512
ArcaAgua;2023;8;26;16,16885156
Covelo;2023;8;26;30,63571875
SaoRoque;2023;8;26;29,29613164
Cidade;2023;8;26;230,1082875
Oriental;2023;8;27;62,138664
ArcaAgua;2023;8;27;16,16885156
Covelo;2023;8;27;31,24843313
SaoRoque;2023;8;27;27,58956086
Cidade;2023;8;27;216,8328094
Oriental;2023;8;28;58,518936
ArcaAgua;2023;8;28;17,87083594
Covelo;2023;8;28;30,32936156
SaoRoque;2023;8;28;29,5805601
Cidade;2023;8;28;227,8957078
Oriental;2023;8;29;61,535376
ArcaAgua;2023;8;29;17,19004219
Covelo;2023;8;29;30,94207594
SaoRoque;2023;8;29;27,3051324
Cidade;2023;8;29;210,1950703
Oriental;2023;8;30;63,34524
ArcaAgua;2023;8;30;17,53043906
Covelo;2023;8;30;30,63571875
SaoRoque;2023;8;30;28,15841779
Cidade;2023;8;30;210,1950703
Oriental;2023;8;31;60,932088
ArcaAgua;2023;8;31;17,01984375
Covelo;2023;8;31;31,55479031
SaoRoque;2023;8;31;27,58956086
Cidade;2023;8;31;221,2579688
Oriental;2023;9;1;47,2977792
ArcaAgua;2023;9;1;11,79475172
Covelo;2023;9;1;21,23055309
SaoRoque;2023;9;1;19,71089245
Cidade;2023;9;1;154,8805781
Oriental;2023;9;2;47,7804096
ArcaAgua;2023;9;2;11,91389063
Covelo;2023;9;2;20,80165303
SaoRoque;2023;9;2;20,50729215
Cidade;2023;9;2;150,2341608
Oriental;2023;9;3;48,7456704
ArcaAgua;2023;9;3;11,31819609
Covelo;2023;9;3;20,37275297
SaoRoque;2023;9;3;19,71089245
Cidade;2023;9;3;147,1365492
Oriental;2023;9;4;48,7456704
ArcaAgua;2023;9;4;12,50958516
Covelo;2023;9;4;20,80165303
SaoRoque;2023;9;4;18,91449276
Cidade;2023;9;4;156,4293839
Oriental;2023;9;5;46,8151488
ArcaAgua;2023;9;5;11,79475172
Covelo;2023;9;5;21,44500313
SaoRoque;2023;9;5;19,51179253
Cidade;2023;9;5;154,8805781
Oriental;2023;9;6;50,1935616
ArcaAgua;2023;9;6;12,15216844
Covelo;2023;9;6;22,51725328
SaoRoque;2023;9;6;20,90549199
Cidade;2023;9;6;151,7829666
Oriental;2023;9;7;48,7456704
ArcaAgua;2023;9;7;11,91389063
Covelo;2023;9;7;20,37275297
SaoRoque;2023;9;7;20,30819222
Cidade;2023;9;7;161,0758013
Oriental;2023;9;8;48,7456704
ArcaAgua;2023;9;8;11,55647391
Covelo;2023;9;8;20,80165303
SaoRoque;2023;9;8;20,30819222
Cidade;2023;9;8;161,0758013
Oriental;2023;9;9;47,7804096
ArcaAgua;2023;9;9;12,50958516
Covelo;2023;9;9;20,587203
SaoRoque;2023;9;9;19,71089245
Cidade;2023;9;9;148,685355
Oriental;2023;9;10;49,2283008
ArcaAgua;2023;9;10;12,03302953
Covelo;2023;9;10;21,44500313
SaoRoque;2023;9;10;19,90999238
Cidade;2023;9;10;159,5269955
Oriental;2023;9;11;48,26304
ArcaAgua;2023;9;11;12,50958516
Covelo;2023;9;11;20,80165303
SaoRoque;2023;9;11;19,90999238
Cidade;2023;9;11;147,1365492
Oriental;2023;9;12;49,7109312
ArcaAgua;2023;9;12;11,79475172
Covelo;2023;9;12;20,80165303
SaoRoque;2023;9;12;19,71089245
Cidade;2023;9;12;161,0758013
Oriental;2023;9;13;46,3325184
ArcaAgua;2023;9;13;11,91389063
Covelo;2023;9;13;20,37275297
SaoRoque;2023;9;13;20,70639207
Cidade;2023;9;13;153,3317723
Oriental;2023;9;14;50,676192
ArcaAgua;2023;9;14;11,55647391
Covelo;2023;9;14;21,87390319
SaoRoque;2023;9;14;18,91449276
Cidade;2023;9;14;151,7829666
Oriental;2023;9;15;47,2977792
ArcaAgua;2023;9;15;11,31819609
Covelo;2023;9;15;20,80165303
SaoRoque;2023;9;15;18,91449276
Cidade;2023;9;15;162,624607
Oriental;2023;9;16;50,676192
ArcaAgua;2023;9;16;11,55647391
Covelo;2023;9;16;20,37275297
SaoRoque;2023;9;16;20,50729215
Cidade;2023;9;16;148,685355
Oriental;2023;9;17;46,3325184
ArcaAgua;2023;9;17;11,55647391
Covelo;2023;9;17;22,08835322
SaoRoque;2023;9;17;19,71089245
Cidade;2023;9;17;159,5269955
Oriental;2023;9;18;47,2977792
ArcaAgua;2023;9;18;12,27130734
Covelo;2023;9;18;21,65945316
SaoRoque;2023;9;18;19,11359268
Cidade;2023;9;18;154,8805781
Oriental;2023;9;19;46,3325184
ArcaAgua;2023;9;19;11,437335
Covelo;2023;9;19;21,65945316
SaoRoque;2023;9;19;19,51179253
Cidade;2023;9;19;162,624607
Oriental;2023;9;20;48,26304
ArcaAgua;2023;9;20;12,15216844
Covelo;2023;9;20;22,08835322
SaoRoque;2023;9;20;19,51179253
Cidade;2023;9;20;153,3317723
Oriental;2023;9;21;47,2977792
ArcaAgua;2023;9;21;11,67561281
Covelo;2023;9;21;21,23055309
SaoRoque;2023;9;21;20,1090923
Cidade;2023;9;21;151,7829666
Oriental;2023;9;22;50,1935616
ArcaAgua;2023;9;22;12,50958516
Covelo;2023;9;22;22,30280325
SaoRoque;2023;9;22;20,70639207
Cidade;2023;9;22;156,4293839
Oriental;2023;9;23;50,676192
ArcaAgua;2023;9;23;11,67561281
Covelo;2023;9;23;22,51725328
SaoRoque;2023;9;23;20,30819222
Cidade;2023;9;23;154,8805781
Oriental;2023;9;24;50,676192
ArcaAgua;2023;9;24;11,79475172
Covelo;2023;9;24;21,01610306
SaoRoque;2023;9;24;19,3126926
Cidade;2023;9;24;159,5269955
Oriental;2023;9;25;49,7109312
ArcaAgua;2023;9;25;11,67561281
Covelo;2023;9;25;21,87390319
SaoRoque;2023;9;25;18,91449276
Cidade;2023;9;25;0
Oriental;2023;9;26;49,2283008
ArcaAgua;2023;9;26;11,91389063
Covelo;2023;9;26;20,37275297
SaoRoque;2023;9;26;0
Cidade;2023;9;26;154,8805781
Oriental;2023;9;27;48,26304
ArcaAgua;2023;9;27;11,91389063
Covelo;2023;9;27;21,01610306
SaoRoque;2023;9;27;20,90549199
Cidade;2023;9;27;151,7829666
Oriental;2023;9;28;241,3152
ArcaAgua;2023;9;28;11,55647391
Covelo;2023;9;28;22,30280325
SaoRoque;2023;9;28;19,71089245
Cidade;2023;9;28;150,2341608
Oriental;2023;9;29;46,3325184
ArcaAgua;2023;9;29;12,03302953
Covelo;2023;9;29;20,37275297
SaoRoque;2023;9;29;19,11359268
Cidade;2023;9;29;157,9781897
Oriental;2023;9;30;45,849888
ArcaAgua;2023;9;30;11,437335
Covelo;2023;9;30;21,01610306
SaoRoque;2023;9;30;20,30819222
Cidade;2023;9;30;147,1365492
Oriental;2023;10;1;32,77060416
ArcaAgua;2023;10;1;8,506517906
Covelo;2023;10;1;14,4110421
SaoRoque;2023;10;1;16,75425858
Cidade;2023;10;1;111,6688968
Oriental;2023;10;2;33,44628672
ArcaAgua;2023;10;2;8,423120672
Covelo;2023;10;2;15,31173223
SaoRoque;2023;10;2;16,58502365
Cidade;2023;10;2;102,9955845
Oriental;2023;10;3;32,0949216
ArcaAgua;2023;10;3;8,339723438
Covelo;2023;10;3;15,7620773
SaoRoque;2023;10;3;16,75425858
Cidade;2023;10;3;113,8372249
Oriental;2023;10;4;32,43276288
ArcaAgua;2023;10;4;8,506517906
Covelo;2023;10;4;14,56115712
SaoRoque;2023;10;4;17,09272845
Cidade;2023;10;4;105,1639125
Oriental;2023;10;5;33,44628672
ArcaAgua;2023;10;5;8,172928969
Covelo;2023;10;5;15,16161721
SaoRoque;2023;10;5;17,60043326
Cidade;2023;10;5;112,7530609
Oriental;2023;10;6;32,77060416
ArcaAgua;2023;10;6;8,089531734
Covelo;2023;10;6;15,01150219
SaoRoque;2023;10;6;17,43119832
Cidade;2023;10;6;105,1639125
Oriental;2023;10;7;35,13549312
ArcaAgua;2023;10;7;8,589915141
Covelo;2023;10;7;15,61196228
SaoRoque;2023;10;7;16,92349352
Cidade;2023;10;7;113,8372249
Oriental;2023;10;8;32,43276288
ArcaAgua;2023;10;8;8,339723438
Covelo;2023;10;8;15,01150219
SaoRoque;2023;10;8;16,75425858
Cidade;2023;10;8;105,1639125
Oriental;2023;10;9;32,43276288
ArcaAgua;2023;10;9;8,673312375
Covelo;2023;10;9;15,61196228
SaoRoque;2023;10;9;16,92349352
Cidade;2023;10;9;113,8372249
Oriental;2023;10;10;34,45981056
ArcaAgua;2023;10;10;7,922737266
Covelo;2023;10;10;14,4110421
SaoRoque;2023;10;10;17,09272845
Cidade;2023;10;10;113,8372249
Oriental;2023;10;11;33,784128
ArcaAgua;2023;10;11;8,256326203
Covelo;2023;10;11;15,61196228
SaoRoque;2023;10;11;16,41578871
Cidade;2023;10;11;109,5005687
Oriental;2023;10;12;34,12196928
ArcaAgua;2023;10;12;8,089531734
Covelo;2023;10;12;15,31173223
SaoRoque;2023;10;12;16,58502365
Cidade;2023;10;12;112,7530609
Oriental;2023;10;13;32,77060416
ArcaAgua;2023;10;13;8,423120672
Covelo;2023;10;13;14,86138717
SaoRoque;2023;10;13;16,24655378
Cidade;2023;10;13;104,0797485
Oriental;2023;10;14;32,77060416
ArcaAgua;2023;10;14;8,339723438
Covelo;2023;10;14;15,61196228
SaoRoque;2023;10;14;16,58502365
Cidade;2023;10;14;104,0797485
Oriental;2023;10;15;35,13549312
ArcaAgua;2023;10;15;8,089531734
Covelo;2023;10;15;14,56115712
SaoRoque;2023;10;15;16,41578871
Cidade;2023;10;15;108,4164047
Oriental;2023;10;16;32,43276288
ArcaAgua;2023;10;16;8,172928969
Covelo;2023;10;16;15,16161721
SaoRoque;2023;10;16;85,46364227
Cidade;2023;10;16;111,6688968
Oriental;2023;10;17;35,13549312
ArcaAgua;2023;10;17;8,756709609
Covelo;2023;10;17;15,61196228
SaoRoque;2023;10;17;17,76966819
Cidade;2023;10;17;104,0797485
Oriental;2023;10;18;32,77060416
ArcaAgua;2023;10;18;8,089531734
Covelo;2023;10;18;15,16161721
SaoRoque;2023;10;18;16,92349352
Cidade;2023;10;18;111,6688968
Oriental;2023;10;19;32,43276288
ArcaAgua;2023;10;19;7,922737266
Covelo;2023;10;19;14,86138717
SaoRoque;2023;10;19;16,24655378
Cidade;2023;10;19;106,2480766
Oriental;2023;10;20;32,0949216
ArcaAgua;2023;10;20;8,339723438
Covelo;2023;10;20;15,01150219
SaoRoque;2023;10;20;16,24655378
Cidade;2023;10;20;102,9955845
Oriental;2023;10;21;33,44628672
ArcaAgua;2023;10;21;8,339723438
Covelo;2023;10;21;15,31173223
SaoRoque;2023;10;21;17,60043326
Cidade;2023;10;21;102,9955845
Oriental;2023;10;22;33,10844544
ArcaAgua;2023;10;22;8,172928969
Covelo;2023;10;22;15,7620773
SaoRoque;2023;10;22;16,58502365
Cidade;2023;10;22;111,6688968
Oriental;2023;10;23;33,44628672
ArcaAgua;2023;10;23;8,172928969
Covelo;2023;10;23;15,61196228
SaoRoque;2023;10;23;17,26196339
Cidade;2023;10;23;110,5847328
Oriental;2023;10;24;175,6774656
ArcaAgua;2023;10;24;8,673312375
Covelo;2023;10;24;14,26092708
SaoRoque;2023;10;24;16,07731884
Cidade;2023;10;24;104,0797485
Oriental;2023;10;25;34,79765184
ArcaAgua;2023;10;25;8,0061345
Covelo;2023;10;25;14,71127214
SaoRoque;2023;10;25;16,41578871
Cidade;2023;10;25;108,4164047
Oriental;2023;10;26;32,77060416
ArcaAgua;2023;10;26;8,673312375
Covelo;2023;10;26;15,01150219
SaoRoque;2023;10;26;17,09272845
Cidade;2023;10;26;109,5005687
Oriental;2023;10;27;34,45981056
ArcaAgua;2023;10;27;8,673312375
Covelo;2023;10;27;15,01150219
SaoRoque;2023;10;27;16,58502365
Cidade;2023;10;27;111,6688968
Oriental;2023;10;28;32,77060416
ArcaAgua;2023;10;28;8,339723438
Covelo;2023;10;28;15,7620773
SaoRoque;2023;10;28;17,43119832
Cidade;2023;10;28;106,2480766
Oriental;2023;10;29;32,0949216
ArcaAgua;2023;10;29;8,256326203
Covelo;2023;10;29;15,16161721
SaoRoque;2023;10;29;17,09272845
Cidade;2023;10;29;111,6688968
Oriental;2023;10;30;32,77060416
ArcaAgua;2023;10;30;8,673312375
Covelo;2023;10;30;0
SaoRoque;2023;10;30;16,58502365
Cidade;2023;10;30;109,5005687
Oriental;2023;10;31;33,10844544
ArcaAgua;2023;10;31;8,172928969
Covelo;2023;10;31;15,31173223
SaoRoque;2023;10;31;17,76966819
Cidade;2023;10;31;104,0797485
Oriental;2023;11;1;26,48675635
ArcaAgua;2023;11;1;6,4049076
Covelo;2023;11;1;12,00920175
SaoRoque;2023;11;1;13,80957071
Cidade;2023;11;1;83,2637988
Oriental;2023;11;2;26,75702938
ArcaAgua;2023;11;2;6,4049076
Covelo;2023;11;2;12,3694778
SaoRoque;2023;11;2;14,21573456
Cidade;2023;11;2;84,13113004
Oriental;2023;11;3;25,9462103
ArcaAgua;2023;11;3;6,805214325
Covelo;2023;11;3;11,52883368
SaoRoque;2023;11;3;14,08034661
Cidade;2023;11;3;84,13113004
Oriental;2023;11;4;27,83812147
